time,provider,provider_name,article_id,headline,sentiment_score,sentiment_confidence,sentiment_label,sentiment_model,published_ts,received_ts,tradable_ts,is_historical_seed,source_raw,source_site,dup_cluster_id,dup_seq_asof,dup_provider_count_asof,dup_first_seen_ts,dup_is_repeat
20260312 04:12:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dd0a005,"{A:800008,800015:L:Chinese (Simplified and Traditional),en:K:0.97:C:0.9660903811454773}* China February New-Energy-Vehicle Exports More Than Doubled on Year, CPCA Says",0.9350,0.9350,positive,finbert,20260312 04:12:00 America/New_York,20260312 11:31:46 America/New_York,20260312 11:31:46 America/New_York,1,,,edfddc8c07b05b28,1,1,20260312 04:12:00 America/New_York,0
20260312 04:11:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dd09fb9,"{A:800008,800015:L:Chinese (Simplified and Traditional),en:K:-0.97:C:0.97}* China February New-Energy-Vehicle Retail Sales Fell 32% on Year, CPCA Says",-0.9751,0.9751,negative,finbert,20260312 04:11:00 America/New_York,20260312 11:31:46 America/New_York,20260312 11:31:46 America/New_York,1,,,b3cb7c250370c346,1,1,20260312 04:11:00 America/New_York,0
20260312 04:10:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dd09f4c,"{A:800008,800015:L:Chinese (Simplified and Traditional),en:K:0.97:C:0.9700793623924255}* China February Passenger Car Exports Rose 56% on Year, CPCA Says",0.9526,0.9526,positive,finbert,20260312 04:10:00 America/New_York,20260312 11:31:47 America/New_York,20260312 11:31:47 America/New_York,1,,,6a6ed0dffe3cb2bc,1,1,20260312 04:10:00 America/New_York,0
20260312 04:10:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dd09efb,"{A:800008,800015:L:Chinese (Simplified and Traditional),en:K:-0.72:C:0.7199290990829468}* China February Retail Sales of Passenger Cars Fell 33% on Month, CPCA Says",-0.9748,0.9748,negative,finbert,20260312 04:10:00 America/New_York,20260312 11:31:48 America/New_York,20260312 11:31:48 America/New_York,1,,,49a907f509736a32,1,1,20260312 04:10:00 America/New_York,0
20260312 04:09:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dd09eb2,"{A:800008,800015:L:Chinese (Simplified and Traditional),en:K:-0.97:C:0.971431314945221}* China Passenger Car Association: February Retail Sales of Passenger Cars Fell 25% on Year",-0.9743,0.9743,negative,finbert,20260312 04:09:00 America/New_York,20260312 11:31:49 America/New_York,20260312 11:31:49 America/New_York,1,,,c57123cafcc813dc,1,1,20260312 04:09:00 America/New_York,0
20260311 07:23:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dcdbb50,{A:800015:L:en:K:0.94:C:0.9401922225952148}Tesla and Google Are Teaming Up. Inside Their Plan to Lower Electricity Bills. -- Barrons.com,0.0000,0.8351,neutral,finbert,20260311 07:23:00 America/New_York,20260312 11:31:50 America/New_York,20260312 11:31:50 America/New_York,1,,,207a976782d0a989,1,1,20260311 07:23:00 America/New_York,0
20260310 07:29:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dca5035,"{A:800008,800008,800015:L:Chinese (Simplified and Traditional),Chinese (Simplified and Traditional),en:K:0.97:C:0.97}Tesla Stock Rises. Battery Supplier Earnings Provide a Boost. -- Barrons.com",0.9374,0.9374,positive,finbert,20260310 07:29:00 America/New_York,20260312 11:31:52 America/New_York,20260312 11:31:52 America/New_York,1,,,f3203b514e54850e,1,1,20260310 07:29:00 America/New_York,0
20260309 19:01:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dc8a366,"{A:800015:L:en:K:n/a:C:0.97}CFO Taneja Acquires 4,274 Of Tesla Inc >TSLA",0.0000,0.9308,neutral,finbert,20260309 19:01:00 America/New_York,20260312 11:31:53 America/New_York,20260312 11:31:53 America/New_York,1,,,8a693c197ce016b5,1,1,20260309 19:01:00 America/New_York,0
20260309 16:16:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dc84e17,{A:800015:L:en}Tesla Stock Rose. Now It's Facing Chip Issues. -- Barrons.com,0.0000,0.4406,neutral,finbert,20260309 16:16:00 America/New_York,20260312 11:31:53 America/New_York,20260312 11:31:53 America/New_York,1,,,8b8fa773596fff49,1,1,20260309 16:16:00 America/New_York,0
20260309 10:11:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dc6a920,"{A:800015:L:en:K:-0.99:C:0.9921614527702332}Tesla Stock Is Down, Again. Now It's Facing Chip Issues. -- Barrons.com",-0.9527,0.9527,negative,finbert,20260309 10:11:00 America/New_York,20260312 11:31:54 America/New_York,20260312 11:31:54 America/New_York,1,,,ef4ba79497fb3c31,1,1,20260309 10:11:00 America/New_York,0
20260306 17:45:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dc349b3,"{A:800015:L:en:K:-0.97:C:0.97}CFO Taneja Registers 2,265 Of Tesla Inc >TSLA",0.0000,0.9287,neutral,finbert,20260306 17:45:00 America/New_York,20260312 11:31:55 America/New_York,20260312 11:31:55 America/New_York,1,,,95de4d114d23b79f,1,1,20260306 17:45:00 America/New_York,0
20260306 16:22:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dc2ee5f,{A:800015:L:en:K:-0.97:C:0.97}Tesla Stock Slips. Its Losing Streak Continues. -- Barrons.com,-0.9440,0.9440,negative,finbert,20260306 16:22:00 America/New_York,20260312 11:31:55 America/New_York,20260312 11:31:55 America/New_York,1,,,ecb50286b46b1ebc,1,1,20260306 16:22:00 America/New_York,0
20260306 16:21:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dc2ecc3,"{A:800008,800008,800015:L:Chinese (Simplified and Traditional),Chinese (Simplified and Traditional),en:K:n/a:C:0.7563061118125916}BYD Can Charge an EV in 5 Minutes. What That Means for Tesla. -- Barrons.com",0.0000,0.9440,neutral,finbert,20260306 16:21:00 America/New_York,20260312 11:31:57 America/New_York,20260312 11:31:57 America/New_York,1,,,616a9a6a38b0167d,1,1,20260306 16:21:00 America/New_York,0
20260306 10:36:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dc1f7e1,"{A:800008,800008,800015:L:Chinese (Simplified and Traditional),Chinese (Simplified and Traditional),en:K:n/a:C:0.7563061118125916}BYD Can Charge an EV in 5 Minutes. What That Means for Tesla. -- Barrons.com",0.0000,0.9440,neutral,finbert,20260306 10:36:00 America/New_York,20260312 11:31:58 America/New_York,20260312 11:31:58 America/New_York,1,,,7acd195df2b7ab36,1,1,20260306 10:36:00 America/New_York,0
20260306 10:16:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dc1e4f1,{A:800015:L:en:K:-0.97:C:0.97}Tesla Stock Slips. It's Still on Pace to Snap a Two-Week Losing Streak. -- Barrons.com,-0.9478,0.9478,negative,finbert,20260306 10:16:00 America/New_York,20260312 11:31:59 America/New_York,20260312 11:31:59 America/New_York,1,,,9d3acdb649420fc2,1,1,20260306 10:16:00 America/New_York,0
20260306 07:35:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dc173d7,{A:800015:L:en:K:-0.97:C:0.97}Tesla Stock Slips. It's Still on Pace to Snap a Two-Week Losing Streak. -- Barrons.com,-0.9478,0.9478,negative,finbert,20260306 07:35:00 America/New_York,20260312 11:32:02 America/New_York,20260312 11:32:02 America/New_York,1,,,18a7b4514c8f97f2,1,1,20260306 07:35:00 America/New_York,0
20260305 09:18:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dbe4795,{A:800015:L:en:K:n/a:C:0.9353267550468445}The Mag 7 Are Officially Dead. How the Hottest Trade of This Decade Fizzled Out. -- Barrons.com,0.0000,0.8435,neutral,finbert,20260305 09:18:00 America/New_York,20260312 11:32:04 America/New_York,20260312 11:32:04 America/New_York,1,,,533b72fd61587b16,1,1,20260305 09:18:00 America/New_York,0
20260305 07:35:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dbdf7e3,{A:800015:L:en:K:0.66:C:0.6607632637023926}Nvidia Gets a Vote of Confidence. Why This Investor Bought More Stock. -- Barrons.com,0.0000,0.9034,neutral,finbert,20260305 07:35:00 America/New_York,20260312 11:32:04 America/New_York,20260312 11:32:04 America/New_York,1,,,352424cfffb38e05,1,1,20260305 07:35:00 America/New_York,0
20260305 04:16:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dbd9797,"{A:800008,800008,800015:L:Chinese (Simplified and Traditional),Chinese (Simplified and Traditional),en:K:n/a:C:0.7278949022293091}Why Tesla Stock Price Targets on Wall Street Are Useless -- Barrons.com",0.0000,0.7962,neutral,finbert,20260305 04:16:00 America/New_York,20260312 11:32:05 America/New_York,20260312 11:32:05 America/New_York,1,,,d469d68b57616aca,1,1,20260305 04:16:00 America/New_York,0
20260305 03:54:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dbd8f08,{A:800015:L:en:K:0.66:C:0.6607632637023926}Nvidia Gets a Vote of Confidence. Why This Investor Bought More Stock. -- Barrons.com,0.0000,0.9034,neutral,finbert,20260305 03:54:00 America/New_York,20260312 11:32:05 America/New_York,20260312 11:32:05 America/New_York,1,,,7152f930e1f37c15,1,1,20260305 03:54:00 America/New_York,0
20260305 02:33:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1dbd5cb8,{A:800015:L:en:K:-0.51:C:0.5080760717391968}Heard on the Street: Nvidia Swears Off an Earnings Crutch -- WSJ,-0.8278,0.8278,negative,finbert,20260305 02:33:00 America/New_York,20260312 11:32:06 America/New_York,20260312 11:32:06 America/New_York,1,,,b0670ff694d39203,1,1,20260305 02:33:00 America/New_York,0
20260304 08:39:52 America/New_York,BRFUPDN,Briefing.com Analyst Actions,BRFUPDN$1dba28e5,{A:800015:L:en:K:n/a:C:0.8535100817680359}!BofA Securities resumed Tesla (TSLA) coverage with Buy and target $460,0.0000,0.9031,neutral,finbert,20260304 08:39:52 America/New_York,20260312 11:32:06 America/New_York,20260312 11:32:06 America/New_York,1,,,208323e4e01ddcb8,1,1,20260304 08:39:52 America/New_York,0
20260304 07:39:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1db9f8a2,{A:800015:L:en:K:0.97:C:0.97}Tesla Rises. A Wall Street Upgrade Is Helping the Stock. -- Barrons.com,0.7572,0.7572,positive,finbert,20260304 07:39:00 America/New_York,20260312 11:32:07 America/New_York,20260312 11:32:07 America/New_York,1,,,9b7c27883373be53,1,1,20260304 07:39:00 America/New_York,0
20260304 05:30:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1db9bcaa,"{A:800015:L:en:K:-0.97:C:0.9742929339408875}Nvidia Swears Off an Earnings Crutch, Putting Pressure on Other Tech Companies -- Heard on the Street -- WSJ",-0.9588,0.9588,negative,finbert,20260304 05:30:00 America/New_York,20260312 11:32:08 America/New_York,20260312 11:32:08 America/New_York,1,,,de8d9f6ce43a2a83,1,1,20260304 05:30:00 America/New_York,0
20260304 02:32:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1db9690e,"{A:800015,800015:L:en,en:K:-0.97:C:0.97}Middle East Conflict Circles the World's Markets, Stirring Fears of Stalled Growth, Inflation -- WSJ",-0.9288,0.9288,negative,finbert,20260304 02:32:00 America/New_York,20260312 11:32:09 America/New_York,20260312 11:32:09 America/New_York,1,,,cdfab5b80d4022ea,1,1,20260304 02:32:00 America/New_York,0
20260303 17:10:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1db80900,"{A:800015,800015:L:en,en:K:-0.97:C:0.97}Middle East Conflict Circles the World's Markets, Stirring Fears of Stalled Growth, Inflation -- WSJ",-0.9288,0.9288,negative,finbert,20260303 17:10:00 America/New_York,20260312 11:32:10 America/New_York,20260312 11:32:10 America/New_York,1,,,628be0fc9e5538f7,1,1,20260303 17:10:00 America/New_York,0
20260303 16:37:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1db7e107,{A:800015:L:en:K:0.97:C:0.97}EVgo Stock Rises as Earnings Defy EV Slump. The Rest of 2026 Doesn't Look So Rosy. -- Barrons.com,0.4348,0.4348,positive,finbert,20260303 16:37:00 America/New_York,20260312 11:32:11 America/New_York,20260312 11:32:11 America/New_York,1,,,0e918d442242a35f,1,1,20260303 16:37:00 America/New_York,0
20260303 16:31:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1db7d784,"{A:800015:L:en:K:-0.97:C:0.97}Tesla Stock Falls as Investors Wait for Its New Robot, Optimus Version 3.0 -- Barrons.com",-0.9123,0.9123,negative,finbert,20260303 16:31:00 America/New_York,20260312 11:32:11 America/New_York,20260312 11:32:11 America/New_York,1,,,f761e9b4f1a2d0a1,1,1,20260303 16:31:00 America/New_York,0
20260303 10:22:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1db68105,{A:800015:L:en:K:0.97:C:0.97}EVgo Stock Rises as Earnings Defy EV Slump. The Rest of 2026 Doesn't Look So Rosy. -- Barrons.com,0.4348,0.4348,positive,finbert,20260303 10:22:00 America/New_York,20260312 11:32:12 America/New_York,20260312 11:32:12 America/New_York,1,,,cfc527c17ee16c89,1,1,20260303 10:22:00 America/New_York,0
20260303 10:04:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1db67af4,"{A:800015:L:en:K:-0.97:C:0.97}Tesla Stock Falls as Investors Wait for Its New Robot, Optimus Version 3.0 -- Barrons.com",-0.9123,0.9123,negative,finbert,20260303 10:04:00 America/New_York,20260312 11:32:13 America/New_York,20260312 11:32:13 America/New_York,1,,,d2ce3edacc95b2b8,1,1,20260303 10:04:00 America/New_York,0
20260303 08:15:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1db63c24,{A:800015:L:en:K:0.97:C:0.97}EVgo Stock Rises as Earnings Defy EV Slump. The Rest of 2026 Doesn't Look So Rosy. -- Barrons.com,0.4348,0.4348,positive,finbert,20260303 08:15:00 America/New_York,20260312 11:32:13 America/New_York,20260312 11:32:13 America/New_York,1,,,cf2de169bf342e3a,1,1,20260303 08:15:00 America/New_York,0
20260303 08:08:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1db636e0,"{A:800015:L:en:K:-0.97:C:0.97}Tesla Stock Falls as Investors Wait for Its New Robot, Optimus Version 3.0 -- Barrons.com",-0.9123,0.9123,negative,finbert,20260303 08:08:00 America/New_York,20260312 11:32:14 America/New_York,20260312 11:32:14 America/New_York,1,,,17b4ff2b383fce80,1,1,20260303 08:08:00 America/New_York,0
20260302 16:37:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1db405df,"{A:800008,800008,800015:L:Chinese (Simplified and Traditional),Chinese (Simplified and Traditional),en:K:-0.59:C:0.5877892374992371}Chinese EV Sales Slow Dramatically. What That Means for Tesla Stock. -- Barrons.com",-0.9011,0.9011,negative,finbert,20260302 16:37:00 America/New_York,20260312 11:32:14 America/New_York,20260312 11:32:14 America/New_York,1,,,74f961160dde2c8e,1,1,20260302 16:37:00 America/New_York,0
20260302 09:58:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1db28219,"{A:800008,800008,800015:L:Chinese (Simplified and Traditional),Chinese (Simplified and Traditional),en:K:-0.59:C:0.5877892374992371}Chinese EV Sales Slow Dramatically. What That Means for Tesla Stock. -- Barrons.com",-0.9011,0.9011,negative,finbert,20260302 09:58:00 America/New_York,20260312 11:32:15 America/New_York,20260312 11:32:15 America/New_York,1,,,3be5443ed72f2e59,1,1,20260302 09:58:00 America/New_York,0
20260302 08:44:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1db24ecb,{A:800015:L:en:K:-0.98:C:0.9781687259674072}Substantial Insider Sales: Morning Report -2-,0.0000,0.8276,neutral,finbert,20260302 08:44:00 America/New_York,20260312 11:32:16 America/New_York,20260312 11:32:16 America/New_York,1,,,4ef62a09a7ee0393,1,1,20260302 08:44:00 America/New_York,0
20260302 08:44:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1db24ec4,{A:800015:L:en:K:-0.98:C:0.9781687259674072}Substantial Insider Sales: Morning Report,0.0000,0.7880,neutral,finbert,20260302 08:44:00 America/New_York,20260312 11:32:16 America/New_York,20260312 11:32:16 America/New_York,1,,,1b3d3d9190fcb4ff,1,1,20260302 08:44:00 America/New_York,0
20260302 07:29:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1db21279,"{A:800008,800008,800015:L:Chinese (Simplified and Traditional),Chinese (Simplified and Traditional),en:K:-0.97:C:0.97}Tesla Stock Falls. Why It's No Longer Getting a Boost from Oil-Price Spikes. -- Barrons.com",-0.9360,0.9360,negative,finbert,20260302 07:29:00 America/New_York,20260312 11:32:16 America/New_York,20260312 11:32:16 America/New_York,1,,,22fceac4d2999f12,1,1,20260302 07:29:00 America/New_York,0
20260301 12:24:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1db0d8cd,"{A:800008,800008,800015:L:Chinese (Simplified and Traditional),Chinese (Simplified and Traditional),en:K:-0.59:C:0.5877892374992371}Chinese EV Sales Slow Dramatically. What That Means for Tesla Stock. -- Barrons.com",-0.9011,0.9011,negative,finbert,20260301 12:24:00 America/New_York,20260312 11:32:17 America/New_York,20260312 11:32:17 America/New_York,1,,,b9c5c09ff8e003fd,1,1,20260301 12:24:00 America/New_York,0
20260227 19:02:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1daf32ef,"{A:800015:L:en:K:-0.97:C:0.97}Dir Wilson-Thompson Sells 25,731 Of Tesla Inc >TSLA",0.0000,0.9173,neutral,finbert,20260227 19:02:00 America/New_York,20260312 11:32:18 America/New_York,20260312 11:32:18 America/New_York,1,,,0b6b6c76cb2ca9a6,1,1,20260227 19:02:00 America/New_York,0
20260227 16:25:00 America/New_York,DJ-N,Dow Jones Global Equity Trader,DJ-N$1daeb07f,{A:800015:L:en:K:-0.96:C:0.9564722180366516}Tesla Stock Posts Another Weekly Loss. Cybercab Exec Exits Vital Robo-Taxi Arm. -- Barrons.com,-0.9024,0.9024,negative,finbert,20260227 16:25:00 America/New_York,20260312 11:32:18 America/New_York,20260312 11:32:18 America/New_York,1,,,8fa340cf0ce71310,1,1,20260227 16:25:00 America/New_York,0
